source,target1,target2,method,category,type,race,gender,path,Unnamed: 9,zip_path,local_path,clip_id,faces_saved,audio_extracted,face_dir,audio_path
id00781,-,-,real,A,RealVideo-RealAudio,African,men,00092.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id00781,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00781/00092.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00781/00092.mp4,11_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/11_RealVideo-RealAudio.wav
id00830,-,-,real,A,RealVideo-RealAudio,African,men,00143.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id00830,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00830/00143.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00830/00143.mp4,12_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/12_RealVideo-RealAudio.wav
id00944,-,-,real,A,RealVideo-RealAudio,African,men,00135.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id00944,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00944/00135.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00944/00135.mp4,13_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/13_RealVideo-RealAudio.wav
id00987,-,-,real,A,RealVideo-RealAudio,African,men,00160.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id00987,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00987/00160.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00987/00160.mp4,14_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/14_RealVideo-RealAudio.wav
id01036,-,-,real,A,RealVideo-RealAudio,African,men,00010.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01036,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01036/00010.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01036/00010.mp4,15_RealVideo-RealAudio,2,True,../data/processed/frames,../data/processed/audio/15_RealVideo-RealAudio.wav
id01076,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01076,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01076/00005.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01076/00005.mp4,16_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/16_RealVideo-RealAudio.wav
id01170,-,-,real,A,RealVideo-RealAudio,African,men,00021.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01170,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01170/00021.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01170/00021.mp4,17_RealVideo-RealAudio,2,True,../data/processed/frames,../data/processed/audio/17_RealVideo-RealAudio.wav
id01171,-,-,real,A,RealVideo-RealAudio,African,men,00053.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01171,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053.mp4,18_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/18_RealVideo-RealAudio.wav
id01179,-,-,real,A,RealVideo-RealAudio,African,men,00160.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01179,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160.mp4,19_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/19_RealVideo-RealAudio.wav
id01207,-,-,real,A,RealVideo-RealAudio,African,men,00320.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01207,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.mp4,20_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/20_RealVideo-RealAudio.wav
id01236,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01236,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.mp4,21_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/21_RealVideo-RealAudio.wav
id01392,-,-,real,A,RealVideo-RealAudio,African,men,00167.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01392,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167.mp4,22_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/22_RealVideo-RealAudio.wav
id01452,-,-,real,A,RealVideo-RealAudio,African,men,00001.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01452,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.mp4,23_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/23_RealVideo-RealAudio.wav
id01521,-,-,real,A,RealVideo-RealAudio,African,men,00109.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01521,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109.mp4,24_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/24_RealVideo-RealAudio.wav
id01528,-,-,real,A,RealVideo-RealAudio,African,men,00017.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01528,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.mp4,25_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/25_RealVideo-RealAudio.wav
id01530,-,-,real,A,RealVideo-RealAudio,African,men,00002.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01530,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.mp4,26_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/26_RealVideo-RealAudio.wav
id01544,-,-,real,A,RealVideo-RealAudio,African,men,00044.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01544,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.mp4,27_RealVideo-RealAudio,2,True,../data/processed/frames,../data/processed/audio/27_RealVideo-RealAudio.wav
id01597,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01597,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.mp4,28_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/28_RealVideo-RealAudio.wav
id01598,-,-,real,A,RealVideo-RealAudio,African,men,00044.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01598,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.mp4,29_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/29_RealVideo-RealAudio.wav
id01610,-,-,real,A,RealVideo-RealAudio,African,men,00090.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01610,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.mp4,30_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/30_RealVideo-RealAudio.wav
id01637,-,-,real,A,RealVideo-RealAudio,African,men,00002.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01637,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,31_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/31_RealVideo-RealAudio.wav
id01691,-,-,real,A,RealVideo-RealAudio,African,men,00045.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01691,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.mp4,32_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/32_RealVideo-RealAudio.wav
id01717,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01717,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,33_RealVideo-RealAudio,2,True,../data/processed/frames,../data/processed/audio/33_RealVideo-RealAudio.wav
id01779,-,-,real,A,RealVideo-RealAudio,African,men,00010.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01779,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.mp4,34_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/34_RealVideo-RealAudio.wav
id01835,-,-,real,A,RealVideo-RealAudio,African,men,00130.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01835,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.mp4,35_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/35_RealVideo-RealAudio.wav
id01856,-,-,real,A,RealVideo-RealAudio,African,men,00006.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01856,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.mp4,36_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/36_RealVideo-RealAudio.wav
id01920,-,-,real,A,RealVideo-RealAudio,African,men,00099.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01920,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.mp4,37_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/37_RealVideo-RealAudio.wav
id01933,-,-,real,A,RealVideo-RealAudio,African,men,00028.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01933,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.mp4,38_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/38_RealVideo-RealAudio.wav
id01972,-,-,real,A,RealVideo-RealAudio,African,men,00078.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id01972,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.mp4,39_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/39_RealVideo-RealAudio.wav
id02005,-,-,real,A,RealVideo-RealAudio,African,men,00052.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02005,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.mp4,41_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/41_RealVideo-RealAudio.wav
id02040,-,-,real,A,RealVideo-RealAudio,African,men,00476.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02040,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.mp4,42_RealVideo-RealAudio,1,True,../data/processed/frames,../data/processed/audio/42_RealVideo-RealAudio.wav
id02051,-,-,real,A,RealVideo-RealAudio,African,men,00015.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02051,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.mp4,43_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/43_RealVideo-RealAudio.wav
id02268,-,-,real,A,RealVideo-RealAudio,African,men,00036.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02268,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.mp4,44_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/44_RealVideo-RealAudio.wav
id02296,-,-,real,A,RealVideo-RealAudio,African,men,00019.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02296,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.mp4,45_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/45_RealVideo-RealAudio.wav
id02494,-,-,real,A,RealVideo-RealAudio,African,men,00050.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id02494,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.mp4,48_RealVideo-RealAudio,1,True,../data/processed/frames,../data/processed/audio/48_RealVideo-RealAudio.wav
id04727,-,-,real,A,RealVideo-RealAudio,African,men,00007.mp4,FakeAVCeleb/RealVideo-RealAudio/African/men/id04727,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,49_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/49_RealVideo-RealAudio.wav
id00220,-,-,real,A,RealVideo-RealAudio,African,women,00027.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00220,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.mp4,50_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/50_RealVideo-RealAudio.wav
id00359,-,-,real,A,RealVideo-RealAudio,African,women,00053.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00359,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.mp4,51_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/51_RealVideo-RealAudio.wav
id00371,-,-,real,A,RealVideo-RealAudio,African,women,00099.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00371,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.mp4,52_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/52_RealVideo-RealAudio.wav
id00460,-,-,real,A,RealVideo-RealAudio,African,women,00005.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00460,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.mp4,53_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/53_RealVideo-RealAudio.wav
id00568,-,-,real,A,RealVideo-RealAudio,African,women,00384.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00568,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,54_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/54_RealVideo-RealAudio.wav
id00577,-,-,real,A,RealVideo-RealAudio,African,women,00010.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00577,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.mp4,55_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/55_RealVideo-RealAudio.wav
id00592,-,-,real,A,RealVideo-RealAudio,African,women,00017.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00592,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.mp4,56_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/56_RealVideo-RealAudio.wav
id00707,-,-,real,A,RealVideo-RealAudio,African,women,00052.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00707,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.mp4,57_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/57_RealVideo-RealAudio.wav
id00829,-,-,real,A,RealVideo-RealAudio,African,women,00271.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00829,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.mp4,58_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/58_RealVideo-RealAudio.wav
id00832,-,-,real,A,RealVideo-RealAudio,African,women,00078.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id00832,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.mp4,59_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/59_RealVideo-RealAudio.wav
id01178,-,-,real,A,RealVideo-RealAudio,African,women,00028.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01178,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.mp4,60_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/60_RealVideo-RealAudio.wav
id01532,-,-,real,A,RealVideo-RealAudio,African,women,00065.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01532,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.mp4,61_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/61_RealVideo-RealAudio.wav
id01661,-,-,real,A,RealVideo-RealAudio,African,women,00059.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01661,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.mp4,62_RealVideo-RealAudio,4,True,../data/processed/frames,../data/processed/audio/62_RealVideo-RealAudio.wav
id01783,-,-,real,A,RealVideo-RealAudio,African,women,00015.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01783,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.mp4,63_RealVideo-RealAudio,2,True,../data/processed/frames,../data/processed/audio/63_RealVideo-RealAudio.wav
id01838,-,-,real,A,RealVideo-RealAudio,African,women,00126.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01838,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.mp4,64_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/64_RealVideo-RealAudio.wav
id01907,-,-,real,A,RealVideo-RealAudio,African,women,00148.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id01907,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,65_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/65_RealVideo-RealAudio.wav
id02301,-,-,real,A,RealVideo-RealAudio,African,women,00092.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id02301,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.mp4,67_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/67_RealVideo-RealAudio.wav
id02508,-,-,real,A,RealVideo-RealAudio,African,women,00083.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id02508,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.mp4,68_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/68_RealVideo-RealAudio.wav
id02586,-,-,real,A,RealVideo-RealAudio,African,women,00042.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id02586,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.mp4,69_RealVideo-RealAudio,5,True,../data/processed/frames,../data/processed/audio/69_RealVideo-RealAudio.wav
id02617,-,-,real,A,RealVideo-RealAudio,African,women,00028.mp4,FakeAVCeleb/RealVideo-RealAudio/African/women/id02617,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,70_RealVideo-RealAudio,3,True,../data/processed/frames,../data/processed/audio/70_RealVideo-RealAudio.wav
